"{Oferta Inicial2}
Está bloqueado","{""response"":""Envio_Fotos""}"
"{Oferta Inicial2}
LEER
•El celu está disponible
•El precio es el publicado

•Las consultas van a ser respondídas por el whatsapp del local, este msjs sólo es publicidad.

1154691446","{""response"":""Noti""}"
"{Oferta Inicial2}
¿Aún te interesa?","{""response"":""Envio_Fotos""}"
"{Oferta Inicial2}
Si está disponible 
El valor es en dólares","{""response"":""Disp""}"
"{Oferta Inicial2}
Hola! Si me sirve de donde sos?
Pido 300 usd
Pero te lo puedo dejar a 350 si retiras mañana.
Avísame si lo quieres.","{""response"":""Noti""}"
"Hola, Felipe. ¿Sigue disponible?","{""response"":""Disp""}"
"{Oferta Inicial}
HOla Dami
No tomamos equipos en parte de pago, solo vendemos
{Fotos enviadas}
vivo en villa urquiza, pero los  celus se retiran por belgrano, (caba)
Avisame","{""response"":""Noti""}"
"Hola, Felipe. ¿Sigue disponible?","{""response"":""Disp""}"
"¿Sigue disponible?","{""response"":""Disp""}"
"{Oferta Inicial2}
LEER
•El celu está disponible
•El precio es el publicado

•Las consultas van a ser respondídas por el whatsapp del local, este msjs sólo es publicidad.

1154691446","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola Santiago cómo estás! Bajo hasta $370.000, el iPhone está sin detalles y le funciona todo
Stock para entrega inmediata","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola si
1136328154","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola! Cómo estás?
Podrías acercarte a Palermo?","{""response"":""Noti""}"
"{Oferta Inicial2}
Si
Me sirve","{""response"":""Noti""}"
"{Oferta Inicial2}
Si se entrega en san Telmo","{""response"":""Noti""}"
"{Oferta Inicial2}
Broder
Es para respuesto
Pido 80
Porque me ofreces 300mil
?","{""response"":""Noti""}"
"{Oferta Inicial2}
Muy poco amigo
Dame 440 y te lo vendo ya","{""response"":""Noti""}"
"{Oferta Inicial2}
Buen día , 300 usd
Te lo puedo dejar en 420.000","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola, 350 usd","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola buenos días
Bueno dale
Soy de liniers
Podemos coordinar punto de encuentro","{""response"":""Noti""}"
"{Oferta Inicial2}
buenos dias
hasta 320.000 me estiro","{""response"":""Noti""}"
"{Oferta Inicial2}
Sii
Soy de flores.","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola! Mínimo 380 disculpa","{""response"":""Noti""}"
"{Oferta Inicial2}
Buenas 360mil","{""response"":""Noti""}"
"{Oferta Inicial2}
no paso
minimo 380","{""response"":""Noti""}"
"{Oferta Inicial2}
Buenas, lo tengo! Estoy pidiendo 300usd, está impecable el celular","{""response"":""Noti""}"
"{Oferta Inicial2}
Buenas
Pido $400.000","{""response"":""Noti""}"
"{Oferta Inicial2}
No
El teléfono tiene 20 días de uso y lo estoy vendiendo como mucho a 550mil pesos
Está como nuevo","{""response"":""Noti""}"
"{Oferta Inicial2}
1164298979","{""response"":""Noti""}"
"¿Sigue estando disponible este artículo?","{""response"":""Disp""}"
"{Oferta Inicial2}
Si 1163706426 wsap","{""response"":""Noti""}"
"{Oferta Inicial2}
Si 1163706426 wsap","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola mínimo 380$","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola reservado en 10 te aviso
Soy de moreno y cosa
Vos*.?","{""response"":""Noti""}"
"{Oferta Inicial2}
Tengo 12 y 13 y 14 plus","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola... 350 y te lo llevas hoy","{""response"":""Noti""}"
"{Oferta Inicial2}
1164298979","{""response"":""Noti""}"
"{Oferta Inicial2}
320
Ultimo","{""response"":""Noti""}"
"{Oferta Inicial2}
paso gracias
320 mínimo","{""response"":""Noti""}"
"{Oferta Inicial2}
hola cómo estás?
no me sirven
lo mínimo q puedo aceptar son 270usd","{""response"":""Noti""}"
"{Oferta Inicial2}
350 mil me sirve","{""response"":""Noti""}"
"{Oferta Inicial2}
pido 300us","{""response"":""Noti""}"
"{Oferta Inicial2}
325 dólares o lo que equivale a pesos","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola 360 mil me pueden servir
Te aviso porque capas hoy se vendía","{""response"":""Noti""}"
"{Oferta Inicial2}
$362.200","{""response"":""Noti""}"
"{Oferta Inicial2}
Bueno dale
Soy de glew
Ablame
1131990075","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola genio, todo bien?
Vale 330usd
Son casi 500.000 pesos
El mejor número que te puedo hacer son 400.000
Te puedo tomar otro en parte de pago","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola! Si me sirve
Podrías acercarte a Palermo o zona cancha de River?","{""response"":""Noti""}"
"{Oferta Inicial2}
buenos dias
estoy en caba , almagro /boedo
1130837837
cualquier cosa me avisas y combinamos
Te sirve mi oferta? 300 mil en mano
si es hoy o mañana por la mañana te la acepto
el tema del dolar esta bastante inestable pero me das tiempo a meter en cryptos","{""response"":""Noti""}"
"{Oferta Inicial2}
Acepto únicamente en transferencia. De donde sos","{""response"":""Noti""}"
"{Oferta Inicial2}
Jajajaj gracias
310 usd","{""response"":""Noti""}"
"Hola, Sebastian. ¿Sigue disponible?","{""response"":""Disp""}"
"{Oferta Inicial2}
Buenas, lo tengo! Estoy pidiendo 300usd, está impecable el celular","{""response"":""Noti""}"
"{Oferta Inicial2}
Buenas
350mil?","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola! Mínimo 380 disculpa","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola no bajo el precio
370 dólares","{""response"":""Noti""}"
"Hola, Felipe. ¿Sigue disponible?","{""response"":""Disp""}"
"{Oferta Inicial2}
Hola! Si me sirve
Podrías acercarte a Palermo o zona cancha de River?
Dale por supuesto, queres pasarme tu número así arreglamos?
1124531104
Es número de WhatsApp","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola! Si me sirve
Podrías acercarte a Palermo o zona cancha de River?
Dale por supuesto, queres pasarme tu número así arreglamos?
1124531104
Es número de WhatsApp
Puede ser que esté mal? No me sale en wtp
Sino el mío es este ‪+54 9 11 7610‑8397‬
Ahí te hablo","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola si lo tengo
350 dólares","{""response"":""Noti""}"
"{Oferta Inicial2}
pido 300us","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola de dónde es usted?","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola 330 mil si
Ahora estoy trabajando mañana hacemos el punto de encuentro","{""response"":""Noti""}"
"{Oferta Inicial2}
hola buenas, el precio es el publicado
en pesos $360.000","{""response"":""Noti""}"
"{Oferta Inicial2}
2233391780","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola si sigue 1162533031
no bajo hablame al wsp","{""response"":""Noti""}"
"{Oferta Inicial2}
400 mil me pueden servir","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola buenos días
Bueno dale
Soy de liniers
Podemos coordinar punto de encuentro
Te podrás acercar a San Martín y General Paz?
Si puedo acercarme pero perdón  hasta 350mil lo mínimo","{""response"":""Noti""}"
"{Oferta Inicial2}
330,000
Menos no
Perdon","{""response"":""Noti""}"
"{Oferta Inicial2}
In talks. I'll let you know.","{""response"":""Noti""}"
"{Oferta Inicial2}
350 mil me sirve","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola cómo estás?  “SOMOS SHOPAPPLEE” Te paso lo q tengo en stock de iPhone por el momento 
iPhone 14 Pro 128gb 85+ batería todo original impecable 780usd
iPhone 13 Pro Max 256gb 84% batería todo original impecable 660usd 
iPhone 14 128gb 100%  batería todo original impecable 560usd G/apple OFERTA 
iPhone 13 Pro 128gb 86% batería todo original impecable 580usd
iPhone 13 128gb 90% batería todo original impecable 490usd
iPhone 12 Pro 128gb 85% batería todo original impecable 450usd
iPhone 11 Pro Max 64gb 100% batería todo original impecable 400usd
iPhone 11 Pro 64gb 82% batería todo original impecable 320usd
iPhone 11 128gb 82% batería todo original impecable 300usd
iPhone 11 128gb 81% batería todo original impecable 300usd
iPhone 11 64gb 82% batería todo original impecable 270usd
iPhone 11 64gb 80% batería original impecable
Pantalla cambiada 240usd
iPhone 8 Plus 64gb 100% batería, detalles en el módulo 160usd
consultar por más equipos en stock
No pedimos seña ni nada, solo responsabilidad del cliente
Contamos con cuenta Instagram para mayor seguridad de ustedes https://www.instagram.com/shopapplee?igsh=MTNyaXphYjYycXd1eQ%3D%3D&utm_source=qr con mucha ayuda de ustedes nos pueden arrancar a seguir","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola 330 mil si
Ahora estoy trabajando mañana hacemos el punto de encuentro
Para mañana si","{""response"":""Noti""}"
"{Oferta Inicial2}
330,000
Menos no
Perdon","{""response"":""Noti""}"
"Hola. ¿Sigue estando disponible?","{""response"":""Disp""}"
"{Oferta Inicial2}
Bueno dale
Soy de glew
Ablame
1131990075
?","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola... 350 y te lo llevas hoy
Bueno, dale 300","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola 330 mil si
Ahora estoy trabajando mañana hacemos el punto de encuentro
Para mañana si
Te sigue interesando
??","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola qué tal
Si de donde sos
?","{""response"":""Noti""}"
"Hola. ¿Sigue disponible?
Buenas","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
hola si lo tengo","{""response"":""Envio Fotos""}"
"Hola. ¿Sigue estando disponible?
Es blanco o dorado?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Siiii
Fotos","{""response"":""Envio Fotos""}"
"Hola. ¿Sigue estando disponible?
Es blanco o dorado?
Hola buen día, es blanco
Tiene algún detalle? Es libre?
Es libre de fábrica, no tiene ningún detalle está impecable
Se restablece en el momento de la entrega?
Que pedís 750 mil pesos?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
como estas? volve a leer la publicacion, gracias","{""response"":""Envio Fotos""}"
"Hola. ¿Sigue estando disponible?
Es blanco o dorado?
Hola buen día, es blanco
Tiene algún detalle? Es libre?
Es libre de fábrica, no tiene ningún detalle está impecable
Se restablece en el momento de la entrega?
Que pedís 750 mil pesos?
Si por supuesto se restablece en el momento
750mil si
Con que lo entregas, caja y que más?
Sos de san Isidro o Beccar?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Siiii
Fotos
{Fotos enviadas}
Zona sur
Podría acercarme hasta capital
Once
Consulta
Porque tiene 8gb
Si los once solo tiene 4 de ram
No existe de 8gb","{""response"":""Noti""}"
"{Oferta Inicial}
Es de oro el iphone ?
Lo uso messi a ese iphone o que
Le dura la batería 5 días?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola . Gracias","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Fotos?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
No. A vos","{""response"":""Envio Fotos""}"
